id,user_description,user_location,text,id_str,created,retweet_count,city,date,text_eng,neg,neu,pos,compound,sentiment
29242,"Anonymous but I tell you what you find important for your reaction: I’m white, almost old and very privileged.",rotterdam,"de maat kan nemen maar geen enkel argument heb als het om serieuze kritiek gaat. dit is wat covid doet met mensen, ik ben goed en jij bent fout en daar tussen zit niets, het word niet enger en fouter",1381546753456013315,2021-04-12 09:56:28,0,Rotterdam,2021-04-12,"can take the measure but have no argument whatsoever when it comes to serious criticism. this is what covid does to people, i'm good and you are wrong and there is nothing in between, it doesn't get scarier and more wrong",0.342,0.591,0.067,-0.9413,negative
29246,"Nieuwsblad DeKaap.nl, betaald nieuwsblad in gemeente Utrechtse Heuvelrug, 24/7 actueel met nieuws, sport, achtergrond in tekst, foto's, video's. Lezersbijdragen",utrechtse heuvelrug,corona doet samenloop utrechtse heuvelrug de das om: [heuvelrug] ‘met pijn in het hart’ heeft kwf kankerbestrijding besloten om te stoppen met de lokaal georganiseerde samenloop-evenementen. dit geldt ook voor het wandelevenement op de utrechtse heuvelrug.,1381546647474249728,2021-04-12 09:56:03,0,Utrecht,2021-04-12,"corona kills concurrence utrechtse ridge: [ridge] ""with a heavy heart"" kwf cancer control has decided to stop the locally organized concurrence events. this also applies to the walking event on the utrechtse ridge.",0.258,0.742,0.0,-0.8779,negative
29251,"Consultant psychiatry. My Ahmadi Muslim faith teaches to love and protect my country. Ventilation, testing, border controls can eradicate Covid within 4 months",amsterdam,"voor de praktijk: ons stuk in is beste weergave van risico's en ventilatieadviezen op dit moment te vinden. met veilige co2 wrden (700 ppm) berekend door ingenieur franchimon, rekening houdend met b117 variant. deel dit met scholen!",1381546511918567426,2021-04-12 09:55:30,17,Amsterdam,2021-04-12,"for practice: our piece in is the best representation of risks and ventilation advice to be found at the moment. with safe co2 values ​​(700 ppm) calculated by an engineer franchimon, taking the b117 variant into account. share this with schools!",0.042,0.714,0.244,0.8805,positive
29253,Amsterdam - Leefbaarheid - Humanisme - Socialisme 🍅 - Biodiversiteit - Klimaat - Groene innovatie - Gezondheid - Voedingsgeneeskunde,"jordaan, amsterdam","met het oog op #vaccinatiestrategie, #vaccinatiepaspoort en een #vaccinatieplicht is dit ook interessant. israel loopt voorop in vaccinatie en dus ook klinische data en studie. de zuid-afrikaanse covid-variant lijkt het pfizer vaccin al te kunnen passeren.",1381546472706076674,2021-04-12 09:55:21,0,Amsterdam,2021-04-12,"this is also interesting in view of #vaccination strategy, #vaccination passport and #vaccination obligation. Israel is at the forefront of vaccination and thus clinical data and studies. the south african covid variant seems to be able to pass the pfizer vaccine.",0.0,0.937,0.063,0.4019,positive
29256,"On­af­han­ke­lijke, we­ten­schap­pe­lijke ad­visering aan regering en parlement op het gebied van volksgezondheid en gezondheids(zorg)onderzoek | Adviesraad",den haag,ook 16- en 17-jarigen uit hoog-risicogroepen vaccineren tegen covid-19:,1381546395803467777,2021-04-12 09:55:03,1,Den Haag,2021-04-12,also vaccinate 16- and 17-year-olds from high-risk groups against covid-19:,0.0,1.0,0.0,0.0,neutral
29294,"I'm kind of a big deal on a fairly irrelevant 
social media site that falsely inflates my ego.",rotterdam e.o.,weet jij hoeveel ic bedden er gemiddeld in gebruik zijn in nl? dat zijn er dus 900!!! zonder corona welteverstaan. er zijn er nu ca. 700 bezet en dat zijn echt niet allemaal corona patiënten. dus ga zelf eens wat onderzoek doen.,1381545468400910340,2021-04-12 09:51:22,0,Rotterdam,2021-04-12,"do you know how many ic beds are in use on average in nl? that is 900 !!! without corona, that is. there are now about 700 occupied and not all of them are corona patients. so do some research yourself.",0.0,1.0,0.0,0.0,neutral
29302,Mediaverslaggever @telegraaf | De T is nu eenmaal de T,amsterdam,waarom ziet die grafiek eruit alsof er in de uk op een gegeven moment 10.000 mensen per dag doodgingen aan corona?,1381545292433080321,2021-04-12 09:50:40,0,Amsterdam,2021-04-12,"why does that graph look like 10,000 people a day in the uk were dying from corona at one point?",0.0,0.878,0.122,0.3612,positive
29306,"I'm kind of a big deal on a fairly irrelevant 
social media site that falsely inflates my ego.",rotterdam e.o.,er liggen momenteel in totaal ongeveer 700 mensen op een ic in nederland. dat zijn niet allemaal corona patiënten. de ic-capaciteit in nederland kan opgeschaald worden tot max. 2.000. zonder corona is het aantal ic bedden dat gebruikt wordt in nl 900!! daar zitten we dus onder.,1381545139055833088,2021-04-12 09:50:03,0,Rotterdam,2021-04-12,"there are currently a total of about 700 people on an ic in the netherlands. these are not all corona patients. the ic capacity in the netherlands can be scaled up to a maximum of 2,000. without corona, the number of ic beds used in nl is 900 !! so we are below that.",0.034,0.966,0.0,-0.2037,negative
29310,"People don’t work with you because of what you do, but WHY you do it. To find the right people and build culture we communicate what we can do for them!",amsterdam,"waarschijnlijk. dat woord vat het gehele corona-beleid perfect samen. er zijn zoveel intelligentere manieren te vinden dan alles platgooien, maar iedereen volgt dus waarom die moeite doen",1381545075759591429,2021-04-12 09:49:48,0,Amsterdam,2021-04-12,"probably. that word perfectly sums up the entire corona policy. there are so many more intelligent ways than flattening everything, but so everyone follows why bother",0.1,0.742,0.157,0.197,positive
29326,"Working in tech support, blind, accessibility enthousiast, lover of all things coffee, beer and food. Playing piano, and podcast consumer.","utrecht, the netherlands",dan zou ik nu corona symtomen faken en die test proberen te krijgen. :),1381544816576696322,2021-04-12 09:48:46,0,Utrecht,2021-04-12,then I would now fake corona symptoms and try to get that test. :),0.181,0.643,0.175,-0.0258,neutral
29337,"owner E-boats, skipper on the Admiraal Heijn first electric salonboat in Amsterdam medeoprichter en bestuurslid Verenigde Rederijen Amsterdam",amsterdam,bij vrees moet je het niet nemen maar voor velen is de evt schade van covid en kans daar op vele malen groter dan trombose,1381544631196860416,2021-04-12 09:48:02,1,Amsterdam,2021-04-12,"in case of fear you should not take it, but for many, the possible damage from covid and the chance of it is many times greater than thrombosis",0.177,0.664,0.159,-0.1655,negative
29356,"Feminist. Escort, via 33 jarige eigen service, na 2000 vergund. Activist tbv emancipatie van #prostitutie sinds de 80's Recent o.m via SWexpertise.Lid ICRSE",den haag,"evenmin, door niet onderbouwde onzin te verkopen als waar, door nota bene het ministerie van vws. uit de reactie van vws op de brandbrief uit de sector over de slecht gemotiveerde uitsluiting van het contactberoep #sekswerk in #corona-aanpak",1381544168342835200,2021-04-12 09:46:12,4,Den Haag,2021-04-12,"nor, by selling unsubstantiated nonsense as true, by the Ministry of VWS. from the reaction of VWS to the urgent letter from the sector about the poorly motivated exclusion from the contact profession #sexwork in #corona approach",0.11,0.719,0.171,0.4019,positive
29357,Inwoner van 020. Kritisch volger van lokaal openbaar bestuur. Hoofdkantoor #felyxchallenge. Lid Mokum Reclaimed. Twittert beroepsmatig via @erikbouwer,"amsterdam, nederland","het gaat er niet om wat minder erg is. onder de nadrukkelijke wens van de bm's ligt de claim dat het beter te handhaven (🙄) is. daarachter gaat het idee schuil dat het per saldo beter is, gelet op corona. ik ben niet tegen hoor, maar vooral nieuwsgierig naar 'hoe dan'.",1381544123493154816,2021-04-12 09:46:01,0,Amsterdam,2021-04-12,"it's not about what's less bad. The claim that it is easier to maintain (🙄) lies under the explicit wish of the BMs. behind this lies the idea that it is better on balance, given corona. I am not against it, but mainly curious about 'how'.",0.112,0.723,0.165,0.4111,positive
29365,hou van pizza. was in kinderjaren erg goed in schaken. heb 3 mooie dochters en mooie ex (ewb).,"den haag, nederland","besmettingen vinden continu plaats. aerosolen verlaten mijn mond zodra ik praat, mensen in de zelfde ruimte ademen het in. gist maak je door een kom water te laten staan. bacteriën vallen er in en maken gist misschien besmet ik wel een beetje corona, waardoor andere immuun wrdn",1381544051309228036,2021-04-12 09:45:44,0,Den Haag,2021-04-12,"infections take place continuously. aerosols leave my mouth as soon as I speak, people in the same room breathe it in. yeast is made by leaving a bowl of water. bacteria fall in and make yeast maybe a little bit corona infected, which makes other immune wordn",0.087,0.866,0.046,-0.235,negative
29366,"Ter leering ende vermaeck.
Disclaimer: soms roei ik tegen de stroom in","rotterdam, nederland",beste het kan allemaal. het is een bericht midden in corona gedoe over het gezeik dat de horeca dicht moet blijven met een foto van een horecaprutser zonder mondkapje achter de tap. dat zijn de feiten. sorry.,1381544030245380096,2021-04-12 09:45:39,0,Rotterdam,2021-04-12,best it all is possible. it is a message in the middle of corona fuss about the bullshit that the catering industry has to stay closed with a photo of a catering artist without a mouth mask behind the tap. those are the facts. Sorry.,0.108,0.803,0.089,0.0258,neutral
29397,"I do not care about having an audience. This is learning for me. If you reply be decent, or be blocked. 🦇🔊",amsterdam,"maurice, dank voor delen. indrukwekkend wat peter zoal beweerd... dit is de factcheck-melding die ene rémi banet voor facebook, heeft geschreven n.a.v. fragment peter mccullough. wellicht goed om ook eens in te duiken? 🤔",1381543286599475203,2021-04-12 09:42:42,1,Amsterdam,2021-04-12,"maurice, thanks for sharing. impressive what peter said ... this is the factcheck report that one rémi banet for facebook, has written on the basis of fragment peter mccullough. perhaps good to dive in? 🤔",0.0,0.716,0.284,0.8979,positive
29399,• vrouw • liberaal •,'s-gravenhage & utrecht,pfff.... dat is alleen omdat nl niet wilde betalen voor de grenswerkers. nederland doet aan tweedeling. ook met dit coronabeleid. iedereen wordt tegenover elkaar gezet. daar doen de zero-covid aanhangers ook aan mee.,1381543181108527114,2021-04-12 09:42:16,0,Utrecht,2021-04-12,pfff .... that's only because nl did not want to pay for the border workers. the netherlands is divided. also with this corona policy. everyone is put against each other. the zero-covid supporters also participate in that.,0.031,0.863,0.106,0.4541,positive
29400,"I'm kind of a big deal on a fairly irrelevant 
social media site that falsely inflates my ego.",rotterdam e.o.,"dus jouw ""thuissituatie"" staat het jou kennelijk toe de regels te overtreden maar als mensen demonstreren tegen de opgelegde corona maatregelen is het kudtvolk. grenzeloze hypocrisie lisa anne, maar dat zijn we gewend van linkse populisten.",1381543140830679042,2021-04-12 09:42:07,0,Rotterdam,2021-04-12,"so your ""home situation"" apparently allows you to break the rules but when people demonstrate against the imposed corona measures it is kudtfolk. boundless hypocrisy lisa anne, but we are used to that from left-wing populists.",0.04,0.96,0.0,-0.1154,negative
29404,"Ik ben niet links, ik ben niet rechts, ik ben recht door zee. #NEXIT, PVV, FvD..","den haag, nederland",dit dus! &amp;#8216;laboratoria in vs kunnen in niet één van 1500 positief getesten covid-19 vinden&amp;#8217; via,1381543021624360960,2021-04-12 09:41:38,2,Den Haag,2021-04-12,so this! & amp; # 8216; US labs cannot find any of 1500 positively tested covid-19 & amp; # 8217; through,0.0,0.813,0.187,0.5707,positive
29408,"Feminist. Escort, via 33 jarige eigen service, na 2000 vergund. Activist tbv emancipatie van #prostitutie sinds de 80's Recent o.m via SWexpertise.Lid ICRSE",den haag,"in belgië minder valse schroom, en het benoemen van de beroepsgroep sekswerkers door een viroloog. “closing brothels is closing eyes” is ook van toepassing bij #corona-aanpak. #sekswerkers verdwijnen niet door ze dood te zwijgen.",1381542944893763585,2021-04-12 09:41:20,7,Den Haag,2021-04-12,"in Belgium less false hesitation, and the appointment of the sex workers profession by a virologist. “Closing brothels is closing eyes” also applies to the # corona approach. #sex workers don't disappear by silencing them.",0.052,0.861,0.087,0.0553,positive
29421,Inwoner van 020. Kritisch volger van lokaal openbaar bestuur. Hoofdkantoor #felyxchallenge. Lid Mokum Reclaimed. Twittert beroepsmatig via @erikbouwer,"amsterdam, nederland","verantwoordelijk voor wat? horeca voelt zich maar een klein beetje verantwoordelijk voor alcoholisme. hoe zit dat met covid19 waarbij ook personeel een risico loopt? tuurlijk, bij knokpartij grijpen ze in, want vervelend voor de omzet. maar corona? dat zie je niet.",1381542728094343169,2021-04-12 09:40:28,0,Amsterdam,2021-04-12,"responsible for what? the hospitality industry only feels slightly responsible for alcoholism. what about covid19 where personnel are also at risk? Sure, they intervene in a fight, because it is annoying for the turnover. but corona? you don't see that.",0.131,0.755,0.113,-0.1999,negative
29428,"Houdt je op de hoogte van de laatste ontwikkelingen omtrent armoedebestrijding #wijverslaanarmoede
Doe je mee? 👊🏽👉🏿 https://t.co/0dt8HCy6pv",den haag,"❗️de methode-amazon is niet uniek, het is een uitvloeisel van ons economische systeem waarin winst boven welzijn wordt gesteld. 🌍wereldwijd moet er toegewerkt worden naar een rechtvaardige en duurzame economie. lees hier waarom 👉",1381542608044924932,2021-04-12 09:40:00,2,Den Haag,2021-04-12,"The Amazon method is not unique, it is an outgrowth of our economic system that puts profit above well-being. Worldwide, there is a need to work towards a just and sustainable economy. read here why 👉",0.0,0.871,0.129,0.5574,positive
